ReportDate,API_WELLNO,FileNo,Company,WellName,Quarter,Section,Township,Range,County,FieldName,Pool,Oil,Wtr,Days,Runs,Gas,GasSold,Flared,Lat,Long
04/2018,33009022710000.0,23399.0,CRESCENT POINT ENERGY U.S. CORP.,LEGACY ET AL KLINGBEIL   13-30H,LOT4,30.0,164.0,76.0,BOT,NORTH SOURIS,SPEARFISH,136.0,1676.0,30.0,142.0,58.0,0.0,20.0,48.9960882793957,-100.576092472571
04/2018,33009023070000.0,25054.0,CRESCENT POINT ENERGY U.S. CORP.,LEGACY ET AL WUNDERLICH  5-6 2H,SWNW,6.0,163.0,76.0,BOT,NORTH SOURIS,SPEARFISH,266.0,2868.0,30.0,246.0,82.0,0.0,35.0,48.9742613737298,-100.575937754393
04/2018,33009022510000.0,21821.0,CRESCENT POINT ENERGY U.S. CORP.,LEGACY ET AL WUNDERLICH  5-6H,SWNW,6.0,163.0,76.0,BOT,NORTH SOURIS,SPEARFISH,252.0,1077.0,30.0,232.0,79.0,0.0,34.0,48.9752562973733,-100.57594198811
04/2018,33009000960000.0,968.0,CRESCENT POINT ENERGY U.S. CORP.,MOEN     1,NWSE,33.0,164.0,77.0,BOT,NORTH SOURIS,SPEARFISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.986171,-100.651025
04/2018,33009017150000.0,11317.0,CRESCENT POINT ENERGY U.S. CORP.,OLSON  2-104,NENE,4.0,163.0,77.0,BOT,NORTH SOURIS,SPEARFISH,27.0,0.0,4.0,0.0,0.0,0.0,0.0,48.9788680477573,-100.644824183023
04/2018,33009010380000.0,4819.0,CRESCENT POINT ENERGY U.S. CORP.,OLSON  33-1,SESE,33.0,164.0,77.0,BOT,NORTH SOURIS,SPEARFISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.983025927006,-100.644814467908
04/2018,33009016120000.0,10318.0,CRESCENT POINT ENERGY U.S. CORP.,SKARPHOL     28-2,SWSW,28.0,164.0,77.0,BOT,NORTH SOURIS,SPEARFISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.997815,-100.661848
04/2018,33009021790000.0,18783.0,CRESCENT POINT ENERGY U.S. CORP.,SKARPHOL  3-28,LOT 1,28.0,164.0,77.0,BOT,NORTH SOURIS,SPEARFISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9980222058089,-100.64502517001
04/2018,33009010350000.0,4816.0,CRESCENT POINT ENERGY U.S. CORP.,SKARPHOL  33-2,NENW,33.0,164.0,77.0,BOT,NORTH SOURIS,SPEARFISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9933647473293,-100.655796584881
04/2018,33009010360000.0,4817.0,CRESCENT POINT ENERGY U.S. CORP.,SKARPHOL  33-3,SENE,33.0,164.0,77.0,BOT,NORTH SOURIS,SPEARFISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.989290845852,-100.646235052238
04/2018,33009013840000.0,7606.0,CRESCENT POINT ENERGY U.S. CORP.,SKARPHOL  4-33,NWNW,33.0,164.0,77.0,BOT,NORTH SOURIS,SPEARFISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.994277985231,-100.660581596106
04/2018,33009021750000.0,18709.0,CRESCENT POINT ENERGY U.S. CORP.,SYLVIA  1-27,LOT 2,27.0,164.0,77.0,BOT,NORTH SOURIS,SPEARFISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9973700260955,-100.628449768853
04/2018,33013015600000.0,20648.0,"CONTINENTAL RESOURCES, INC.",GROTE   1-21H,SESW,21.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,608.0,1111.0,30.0,826.0,1244.0,1244.0,0.0,48.6631574597665,-102.834024619301
04/2018,33105032940000.0,26875.0,"CONTINENTAL RESOURCES, INC.",LAWRENCE   10-24H2,NENW,25.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,624.0,1449.0,30.0,633.0,3963.0,3728.0,0.0,48.5743967194647,-102.897581734793
04/2018,33105032930000.0,26874.0,"CONTINENTAL RESOURCES, INC.",LAWRENCE   11-24H1,NENW,25.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,453.0,1202.0,29.0,637.0,1117.0,887.0,0.0,48.5743975387086,-102.897395766415
04/2018,33105017000000.0,17745.0,"CONTINENTAL RESOURCES, INC.",LAWRENCE   1-24H,SWSE,24.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,905.0,554.0,30.0,997.0,1303.0,1063.0,0.0,48.5761403536758,-102.890656594423
04/2018,33105019540000.0,19534.0,"CONTINENTAL RESOURCES, INC.",LAWRENCE   2-13H,SWSW,12.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,1690.0,1190.0,30.0,1715.0,3516.0,3276.0,0.0,48.604977041076,-102.903009138894
04/2018,33105023680000.0,21518.0,"CONTINENTAL RESOURCES, INC.",LAWRENCE   5-13H,SESW,12.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,691.0,1489.0,30.0,693.0,6755.0,6515.0,0.0,48.6051577609646,-102.89748482409
04/2018,33105032970000.0,26880.0,"CONTINENTAL RESOURCES, INC.",LAWRENCE   6-24H1,NENW,25.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,578.0,1871.0,30.0,613.0,1608.0,1372.0,0.0,48.5743934424889,-102.898325608306
04/2018,33105032920000.0,26873.0,"CONTINENTAL RESOURCES, INC.",LAWRENCE   7-24H2,NENW,25.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,549.0,2087.0,30.0,321.0,5471.0,5234.0,0.0,48.5743942617328,-102.898139639928
04/2018,33105032960000.0,26877.0,"CONTINENTAL RESOURCES, INC.",LAWRENCE   8-24H3,NENW,25.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5743950809768,-102.89795367155
04/2018,33105032950000.0,26876.0,"CONTINENTAL RESOURCES, INC.",LAWRENCE   9-24H,NENW,25.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,151.0,894.0,26.0,300.0,2288.0,2091.0,0.0,48.5743959002207,-102.897767703171
04/2018,33105019560000.0,19536.0,"CONTINENTAL RESOURCES, INC.",LAWRENCE  3-13H,SWSW,12.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,994.0,913.0,30.0,966.0,3367.0,3134.0,0.0,48.604977163632,-102.902744418026
04/2018,33105023660000.0,21516.0,"CONTINENTAL RESOURCES, INC.",LAWRENCE  4-13H,SESW,12.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,219.0,1248.0,30.0,0.0,3485.0,3245.0,0.0,48.6051579333089,-102.897112560368
04/2018,33013016070000.0,21854.0,"CONTINENTAL RESOURCES, INC.",MARUSKIE  1-22H,SESW,22.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,1188.0,1924.0,30.0,1317.0,3269.0,3029.0,0.0,48.6629922792498,-102.813927983466
04/2018,33013015780000.0,21026.0,"CONTINENTAL RESOURCES, INC.",MAYNARD   1-20H,SWSE,20.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,1111.0,1277.0,30.0,1237.0,1800.0,1800.0,0.0,48.6627368073607,-102.848618019906
04/2018,33105019550000.0,19535.0,"CONTINENTAL RESOURCES, INC.",OMAR   3-12H,SWSW,12.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,952.0,272.0,30.0,1022.0,2826.0,2826.0,0.0,48.604977102354,-102.90287677846
04/2018,33105016790000.0,17282.0,"CONTINENTAL RESOURCES, INC.",OMAR  1-1H,NWNE,1.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,840.0,443.0,30.0,1075.0,1254.0,1254.0,0.0,48.6324832451259,-102.891421381591
04/2018,33105017540000.0,18352.0,"CONTINENTAL RESOURCES, INC.",OMAR  2-1H,NWNE,1.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,701.0,797.0,30.0,805.0,2193.0,2193.0,0.0,48.6323489098479,-102.893410502213
04/2018,33105019570000.0,19537.0,"CONTINENTAL RESOURCES, INC.",OMAR  4-12H,SWSW,12.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,977.0,1067.0,27.0,664.0,1836.0,1836.0,0.0,48.60497722491,-102.902612057591
04/2018,33105023690000.0,21519.0,"CONTINENTAL RESOURCES, INC.",OMAR  5-12H,SESW,12.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,878.0,862.0,30.0,971.0,2673.0,2673.0,0.0,48.6051578471367,-102.897298692229
04/2018,33105023670000.0,21517.0,"CONTINENTAL RESOURCES, INC.",OMAR  6-12H,SESW,12.0,159.0,95.0,WIL,NORTH TIOGA,BAKKEN,869.0,765.0,30.0,1042.0,4079.0,4079.0,0.0,48.6051576747924,-102.897670955951
04/2018,33013016450000.0,22182.0,"CONTINENTAL RESOURCES, INC.",OPEE  1-23H,SESW,23.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,1123.0,1110.0,28.0,1337.0,2231.0,2231.0,0.0,48.6632937816444,-102.791331289839
04/2018,33013013960000.0,17166.0,"CONTINENTAL RESOURCES, INC.",OVERLEE  1-30H,SESE,30.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,224.0,521.0,30.0,258.0,391.0,166.0,0.0,48.6484030158725,-102.869139486912
04/2018,33013016650000.0,22547.0,"CONTINENTAL RESOURCES, INC.",SIBBERN   1-27H,SESW,22.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,1038.0,1350.0,30.0,1323.0,1879.0,1649.0,0.0,48.6629922792498,-102.813741647706
04/2018,33013016660000.0,22549.0,"CONTINENTAL RESOURCES, INC.",SIBBERN   2-27H,SESW,22.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,823.0,1025.0,30.0,646.0,1347.0,1107.0,0.0,48.6629922792498,-102.814114319227
04/2018,33023005600000.0,18215.0,"LIBERTY RESOURCES MANAGEMENT COMPANY, LLC",20401 JV-P LOUIE  1-36H,SWSE,36.0,160.0,95.0,DIV,NORTH TIOGA,BAKKEN,0.0,0.0,0.0,496.0,0.0,0.0,0.0,48.633990749084,-102.891407581186
04/2018,33013014120000.0,17265.0,"LIBERTY RESOURCES MANAGEMENT COMPANY, LLC",DOUTS  4-7H,NWNW,7.0,159.0,93.0,BRK,NORTH TIOGA,BAKKEN,343.0,749.0,30.0,251.0,433.0,0.0,403.0,48.6173717174791,-102.753022503973
04/2018,33023007320000.0,21022.0,"LIBERTY RESOURCES MANAGEMENT COMPANY, LLC",LOUIE  24-24H-2536-16095-MB,SESW,24.0,160.0,95.0,DIV,NORTH TIOGA,BAKKEN,1568.0,1253.0,30.0,1819.0,579.0,504.0,0.0,48.6631228050067,-102.898199192517
04/2018,33013017040000.0,24968.0,OASIS PETROLEUM NORTH AMERICA LLC,SONORA  6094 42-24H,SESW,24.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,908.0,1355.0,30.0,947.0,1557.0,1257.0,0.0,48.6629171266029,-102.769536603167
04/2018,33013013360000.0,15846.0,"PETRO-HUNT, L.L.C.",20501 JV-P BATTLEVIEW 1621  1-H,NENW,16.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,185.0,278.0,30.0,125.0,233.0,24.0,0.0,48.6028821647448,-102.836501461104
04/2018,33013015730000.0,20859.0,"PETRO-HUNT, L.L.C.",CARLSON  159-94-4B-9-1H,LOT4,4.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,572.0,1806.0,30.0,659.0,836.0,627.0,0.0,48.632441948379,-102.837030169909
04/2018,33013016900000.0,23781.0,"PETRO-HUNT, L.L.C.",CARLSON  159-94-4B-9-2H,LOT4,4.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,466.0,1947.0,30.0,563.0,998.0,789.0,0.0,48.632442461872,-102.837340490887
04/2018,33013015450000.0,20310.0,"PETRO-HUNT, L.L.C.",FREDRICKSON  160-94-28B-33-2H,NWNW,28.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,726.0,972.0,30.0,941.0,1677.0,1468.0,0.0,48.6610930890117,-102.838528543189
04/2018,33013015080000.0,19224.0,"PETRO-HUNT, L.L.C.",FREDRICKSON  160-94-33C-28-1H,SESW,33.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,718.0,1054.0,30.0,659.0,902.0,693.0,0.0,48.6340030599134,-102.836286302416
04/2018,33013016390000.0,22112.0,"PETRO-HUNT, L.L.C.",FREDRICKSON  160-94-33D-28-3H,SWSE,33.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,976.0,1222.0,30.0,1067.0,1846.0,1637.0,0.0,48.6337973920741,-102.827945632082
04/2018,33013016380000.0,22111.0,"PETRO-HUNT, L.L.C.",FREDRICKSON  160-94-33D-28-4H,SWSE,33.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,1097.0,1648.0,30.0,1292.0,2046.0,1837.0,0.0,48.6337967072891,-102.827531793655
04/2018,33013016370000.0,22110.0,"PETRO-HUNT, L.L.C.",FREDRICKSON  160-94-33D-28-5H,SWSE,33.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,1182.0,1816.0,30.0,1203.0,1937.0,1728.0,0.0,48.633796022504,-102.827117955228
04/2018,33013018010000.0,28973.0,"PETRO-HUNT, L.L.C.",K. THORSON   159-94-7A-17-2HS,NENE,7.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1361.0,2278.0,30.0,1014.0,3889.0,3680.0,0.0,48.6179134487457,-102.865331482221
04/2018,33013018000000.0,28972.0,"PETRO-HUNT, L.L.C.",K. THORSON   159-94-7A-18-1HS,NENE,7.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1067.0,1931.0,30.0,1292.0,2842.0,2633.0,0.0,48.6179128737545,-102.865538287389
04/2018,33013017570000.0,27247.0,"PETRO-HUNT, L.L.C.",L. HOIBY   159-94-30D-19-4H,NWNE,31.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1053.0,1581.0,30.0,1041.0,1872.0,1663.0,0.0,48.560185870069,-102.870796284985
04/2018,33013017580000.0,27248.0,"PETRO-HUNT, L.L.C.",L. HOIBY   159-94-30D-19-5H,NWNE,31.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1056.0,2009.0,26.0,1075.0,2550.0,2383.0,0.0,48.5601861569774,-102.870486423968
04/2018,33013016420000.0,22152.0,"PETRO-HUNT, L.L.C.",L. HOIBY  159-94-19B-30-1H,NENW,19.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1113.0,1678.0,30.0,759.0,2631.0,2422.0,0.0,48.5889918580074,-102.880156783457
04/2018,33013016840000.0,23515.0,"PETRO-HUNT, L.L.C.",L. HOIBY  159-94-19B-30-2H,LOT1,19.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1471.0,1748.0,30.0,1251.0,2868.0,2659.0,0.0,48.5889904635525,-102.880466817261
04/2018,33013016850000.0,23516.0,"PETRO-HUNT, L.L.C.",L. HOIBY  159-94-30C-19-3H,SESW,30.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1221.0,1796.0,30.0,1020.0,1757.0,1548.0,0.0,48.561524210747,-102.876046212599
04/2018,33013016870000.0,23697.0,"PETRO-HUNT, L.L.C.",MARUSKIE  159-94-3B-10-1H,LOT3,3.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,979.0,2208.0,30.0,1079.0,1153.0,944.0,0.0,48.6324634242241,-102.813889312074
04/2018,33013017960000.0,28888.0,"PETRO-HUNT, L.L.C.",MM WOLD   160-94-31A-5-2HS,NENE,31.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,1427.0,3502.0,30.0,1617.0,9681.0,9472.0,0.0,48.6470016657272,-102.865463911465
04/2018,33013017510000.0,26979.0,"PETRO-HUNT, L.L.C.",MM WOLD   160-94-31A-6-1HS,NENE,31.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,581.0,1036.0,30.0,527.0,1826.0,1617.0,0.0,48.6470031147296,-102.86577428777
04/2018,33013017360000.0,26379.0,"PETRO-HUNT, L.L.C.",MM WOLD  159-94-6D-31-5H,SESE,6.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,467.0,1242.0,30.0,400.0,97.0,0.0,0.0,48.6223406192178,-102.865146589035
04/2018,33013017170000.0,25722.0,"PETRO-HUNT, L.L.C.",MM WOLD  160-94-31A-6-7H,NENE,31.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,835.0,1193.0,30.0,790.0,1913.0,1704.0,0.0,48.6470045637319,-102.866084664075
04/2018,33013014670000.0,18293.0,"PETRO-HUNT, L.L.C.",MM WOLD  160-94-31B-6-6H,NENW,31.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,609.0,617.0,30.0,829.0,825.0,616.0,0.0,48.6469270144097,-102.880151169246
04/2018,33013017790000.0,27823.0,"PETRO-HUNT, L.L.C.",MOBERG  159-94-20B-29-1HS,SWSW,17.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1520.0,2294.0,29.0,1082.0,1737.0,1547.0,0.0,48.5905252414241,-102.862251498125
04/2018,33013013930000.0,17114.0,"PETRO-HUNT, L.L.C.",MOBERG  29A-2-3H,NWNE,29.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,577.0,811.0,30.0,553.0,1962.0,1753.0,0.0,48.5726015054949,-102.848199762811
04/2018,33013016910000.0,23800.0,"PETRO-HUNT, L.L.C.",MOODY  159-94-15A-22-1H,NWNE,15.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,992.0,1809.0,30.0,980.0,1164.0,959.0,0.0,48.6036450308655,-102.806415019516
04/2018,33013017700000.0,27471.0,"PETRO-HUNT, L.L.C.",MOODY  159-94-15B-22-2H,NENW,15.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1089.0,3104.0,30.0,1208.0,1538.0,1329.0,0.0,48.6036566693976,-102.812758019538
04/2018,33013017690000.0,27470.0,"PETRO-HUNT, L.L.C.",MOODY  159-94-15B-22-3H,NENW,15.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,792.0,2467.0,30.0,930.0,2140.0,1931.0,0.0,48.6036572384652,-102.813068161367
04/2018,33013017680000.0,27469.0,"PETRO-HUNT, L.L.C.",MOODY  159-94-15B-22-4H,NENW,15.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1118.0,2259.0,30.0,1248.0,1718.0,1509.0,0.0,48.6036578075328,-102.813378303195
04/2018,33013017730000.0,27668.0,"PETRO-HUNT, L.L.C.",OVERLEE  160-94-32A-30-1HS,NENE,32.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,1478.0,2729.0,30.0,1465.0,4026.0,3817.0,0.0,48.6468499987601,-102.844164946918
04/2018,33013015300000.0,19773.0,"PETRO-HUNT, L.L.C.",PRODUCER`S CORPORATION  159-94-17C-8-2H,SESW,17.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,780.0,1015.0,30.0,959.0,876.0,667.0,0.0,48.5905252414241,-102.857181947946
04/2018,33013016130000.0,21997.0,"PETRO-HUNT, L.L.C.",PRODUCERS CORP   159-94-8A-17-3H,NWNE,8.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,745.0,993.0,30.0,869.0,1092.0,883.0,0.0,48.6180061895654,-102.849633188839
04/2018,33013016140000.0,21998.0,"PETRO-HUNT, L.L.C.",PRODUCERS CORP  159-94-8A-17-4H,NWNE,8.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1005.0,1310.0,30.0,1185.0,1559.0,1350.0,0.0,48.6180057228175,-102.849294018693
04/2018,33013016150000.0,21999.0,"PETRO-HUNT, L.L.C.",PRODUCERS CORP  159-94-8A-17-5H,NWNE,8.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,943.0,1694.0,30.0,969.0,2185.0,1976.0,0.0,48.6180052560696,-102.848954848547
04/2018,33013014660000.0,18265.0,"PETRO-HUNT, L.L.C.",PRODUCERS CORPORATION  159-94-8B-17-1H,NWNW,8.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,612.0,830.0,30.0,1007.0,1131.0,922.0,0.0,48.6179507595117,-102.859148147222
04/2018,33013015770000.0,20954.0,"PETRO-HUNT, L.L.C.",SETTERLUND  159-94-28B-33-1H,NWNW,28.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,810.0,1099.0,30.0,561.0,1025.0,816.0,0.0,48.5740362942997,-102.837892985656
04/2018,33013013610000.0,16368.0,"PETRO-HUNT, L.L.C.",STROMBECK  6B-2-2H,NWNW,6.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,658.0,572.0,30.0,677.0,2583.0,2374.0,0.0,48.6325956078791,-102.881073675632
04/2018,33013014700000.0,18375.0,"PETRO-HUNT, L.L.C.",TANDE  159-94-29C-20-3H,SWSW,29.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1061.0,1215.0,30.0,1026.0,1922.0,1713.0,0.0,48.5617202077246,-102.858958190631
04/2018,33013017000000.0,24772.0,"PETRO-HUNT, L.L.C.",TANDE  159-94-29D-20-4H,SESE,29.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,971.0,1731.0,30.0,531.0,1518.0,1312.0,0.0,48.561645408294,-102.844372946847
04/2018,33013017300000.0,26233.0,"PETRO-HUNT, L.L.C.",TANDE  159-94-29D-20-5H,SESE,29.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,764.0,1318.0,30.0,556.0,637.0,428.0,0.0,48.5616458328794,-102.844682894144
04/2018,33013015200000.0,19496.0,"PETRO-HUNT, L.L.C.",THORSON   159-94-18C-7-2H,LOT 4,18.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,2650.0,2075.0,30.0,2700.0,3161.0,2952.0,0.0,48.5910097868851,-102.882470942942
04/2018,33013016340000.0,22101.0,"PETRO-HUNT, L.L.C.",THORSON  159-94-7A-18-3H,NWNE,7.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,1062.0,785.0,30.0,1147.0,1643.0,1434.0,0.0,48.6174581123092,-102.871367172836
04/2018,33013016350000.0,22102.0,"PETRO-HUNT, L.L.C.",THORSON  159-94-7A-18-4H,NWNE,7.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,995.0,919.0,30.0,1100.0,1402.0,1193.0,0.0,48.617458974796,-102.871056965084
04/2018,33013016360000.0,22103.0,"PETRO-HUNT, L.L.C.",THORSON  159-94-7A-18-5H,NWNE,7.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,777.0,1123.0,30.0,1007.0,1670.0,1461.0,0.0,48.6174598372828,-102.870746757332
04/2018,33013014590000.0,18084.0,"PETRO-HUNT, L.L.C.",THORSON  159-94-7B-18-1H,LOT 1,7.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,954.0,654.0,30.0,1104.0,1719.0,1510.0,0.0,48.6179665381993,-102.881529299681
04/2018,33013015190000.0,19480.0,"PETRO-HUNT, L.L.C.",WOLD  159-94-5C-32-2H,SWSW,5.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,455.0,807.0,30.0,673.0,1567.0,1358.0,0.0,48.6198315324315,-102.861485900947
04/2018,33013016190000.0,22011.0,"PETRO-HUNT, L.L.C.",WOLD  160-94-32A-5-3H,NWNE,32.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,859.0,941.0,30.0,944.0,1524.0,1315.0,0.0,48.6468514632871,-102.847372261066
04/2018,33013016180000.0,22010.0,"PETRO-HUNT, L.L.C.",WOLD  160-94-32A-5-4H,NWNE,32.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,855.0,1127.0,30.0,1036.0,2059.0,1850.0,0.0,48.6468513215587,-102.847061875825
04/2018,33013016170000.0,22009.0,"PETRO-HUNT, L.L.C.",WOLD  160-94-32A-5-5H,NWNE,32.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,550.0,591.0,30.0,797.0,1091.0,882.0,0.0,48.6468511798303,-102.846751490585
04/2018,33013014600000.0,18099.0,"PETRO-HUNT, L.L.C.",WOLD  160-94-32B-5-1H,NWNW,32.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,855.0,576.0,30.0,828.0,1840.0,1631.0,0.0,48.6469252246319,-102.858842862775
04/2018,33013013700000.0,16634.0,"PETRO-HUNT, L.L.C.",WOLD  31D-4-3H,SESE,31.0,160.0,94.0,BRK,NORTH TIOGA,BAKKEN,434.0,673.0,30.0,529.0,1220.0,1011.0,0.0,48.6339940518239,-102.86584288199
04/2018,33013011700000.0,12035.0,VANGUARD OPERATING LLC,PETERSON     2,NWSW,8.0,159.0,94.0,BRK,NORTH TIOGA,BAKKEN,0.0,0.0,30.0,0.0,0.0,0.0,0.0,48.609411,-102.860992
04/2018,33013012580000.0,13631.0,"CONDOR PETROLEUM, INC.",ARLO MOBERG     1,NENE,19.0,159.0,94.0,BRK,NORTH TIOGA,MADISON,250.0,1826.0,30.0,328.0,921.0,921.0,0.0,48.589171,-102.866989
04/2018,33013012650000.0,13722.0,"CONDOR PETROLEUM, INC.",ARLO MOBERG     2,NENW,20.0,159.0,94.0,BRK,NORTH TIOGA,MADISON,87.0,178.0,30.0,0.0,1711.0,1711.0,0.0,48.588387,-102.856543
04/2018,33013012680000.0,13743.0,"CONDOR PETROLEUM, INC.",ARLO MOBERG     3,NENW,19.0,159.0,94.0,BRK,NORTH TIOGA,MADISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.588496,-102.877123
04/2018,33013001070000.0,1690.0,"CONDOR PETROLEUM, INC.",CARL THORSON     2,NESE,7.0,159.0,94.0,BRK,NORTH TIOGA,MADISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.609684,-102.867281
04/2018,33013003810000.0,2646.0,"CONDOR PETROLEUM, INC.",FREDRICKSON BANK OF ND  3,NESW,29.0,160.0,94.0,BRK,NORTH TIOGA,MADISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6531732981433,-102.856067268779
04/2018,33013000500000.0,1479.0,"CONDOR PETROLEUM, INC.",JOHN C. MOBERG     2,NESE,20.0,159.0,94.0,BRK,NORTH TIOGA,MADISON,187.0,500.0,23.0,178.0,872.0,872.0,0.0,48.580694,-102.844866
04/2018,33013000480000.0,1467.0,"CONDOR PETROLEUM, INC.",MELVIN E. PETERSON  1,SWNW,8.0,159.0,94.0,BRK,NORTH TIOGA,MADISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6133490883904,-102.861432717061
04/2018,33013000880000.0,1618.0,"CONDOR PETROLEUM, INC.",MELVIN PETERSON     1,SWSW,8.0,159.0,94.0,BRK,NORTH TIOGA,MADISON,0.0,0.0,9.0,0.0,384.0,384.0,0.0,48.606067,-102.861383
04/2018,33013012250000.0,13023.0,"CONDOR PETROLEUM, INC.",NELS WOLD     1,SESW,6.0,159.0,94.0,BRK,NORTH TIOGA,MADISON,158.0,1793.0,17.0,161.0,159.0,0.0,0.0,48.620568,-102.877311
04/2018,33013007290000.0,5411.0,"CONDOR PETROLEUM, INC.",NELS WOLD     2,SWNE,6.0,159.0,94.0,BRK,NORTH TIOGA,MADISON,216.0,6506.0,30.0,328.0,339.0,339.0,0.0,48.626683,-102.874044
04/2018,33023000190000.0,1883.0,"CONDOR PETROLEUM, INC.",NORMAN OVERLEE     1,NESE,25.0,160.0,95.0,DIV,NORTH TIOGA,MADISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.653134,-102.887899
04/2018,33013012550000.0,13493.0,"CONDOR PETROLEUM, INC.",OVERLEE     1-28,SWSW,28.0,160.0,94.0,BRK,NORTH TIOGA,MADISON,0.0,0.0,1.0,0.0,3.0,3.0,0.0,48.649545,-102.840276
